USERID,SHOPID,ARRIVAL_TIME
167,5241,20140809181745
1953,5241,20140809171337
1953,5241,20140809145034
1953,5241,20140809112853
1043,5202,20140809100349
1151,5144,20140809151154
2857,5257,20140809105425
117,5238,20140809193554
383,10622,20140809173943
383,10583,20140809153846
2038,10652,20140809152943
2038,10616,20140809165547
2564,10652,20140809140934
2865,5299,20140809163332
2222,10653,20140809183042
2222,10680,20140809175232
2706,5311,20140809114352
2706,5409,20140809180547
660,5409,20140809192735
660,5466,20140809143446
756,5409,20140809164602
756,5409,20140809151705
756,5409,20140809122745
2644,5405,20140809170755
2644,5405,20140809161812
2644,5405,20140809150915
2644,5405,20140809120231
1082,9657,20140809110119
2768,5674,20140809101408
2768,5733,20140809113412
2768,5732,20140809123518
930,10893,20140809175838
930,10893,20140809163709
930,10813,20140809184348
2139,5811,20140809111352
690,5817,20140809135032
690,5714,20140809160704
2465,5669,20140809103937
1913,5857,20140809103707
484,6259,20140809170512
2623,6210,20140809142339
1852,11756,20140809113134
1852,11756,20140809173122
1973,6188,20140809101014
2654,6678,20140809143729
2108,6370,20140809104324
2287,7098,20140809103153
2287,7248,20140809161723
2131,6574,20140809100447
2131,6664,20140809110314
2131,7248,20140809172626
2579,7233,20140809123506
1165,11892,20140809160257
1165,11892,20140809185314
1165,11892,20140809191150
1165,11892,20140809114437
1165,11892,20140809145311
1429,6606,20140809113941
1429,6657,20140809141007
1619,6664,20140809175737
2600,6259,20140809115543
2001,11063,20140809142155
2484,6738,20140809153423
2587,7149,20140809175801
915,6615,20140809125429
1554,7244,20140809172139
1554,7244,20140809160454
1554,7244,20140809130156
1277,11829,20140809162249
1277,11171,20140809134853
1277,11829,20140809145324
1977,7244,20140809101938
2094,7149,20140809180130
71,553,20140809155454
204,9242,20140809150530
204,9151,20140809162759
1469,9102,20140809143507
2323,9091,20140809124305
806,7917,20140809134316
806,7310,20140809181041
1199,9164,20140809131413
1638,8,20140809165433
733,7353,20140809103139
1989,9205,20140809155732
1989,9188,20140809192901
734,7360,20140809124841
628,,20140809163157
628,,20140809194326
2878,10922,20140809114525
2878,10820,20140809123236
2878,10820,20140809195111
695,158,20140809161417
2656,3813,20140809143948
2656,4986,20140809150657
1877,9242,20140809101030
1877,9126,20140809161301
850,10480,20140809112149
850,9177,20140809134910
656,9225,20140809123830
656,9723,20140809110300
1218,3759,20140809155052
1218,4880,20140809190443
1218,3732,20140809112253
1218,3732,20140809145213
1599,9266,20140809135707
1599,9139,20140809170920
2334,3727,20140809165845
438,7360,20140809115039
475,7369,20140809154836
475,7973,20140809125801
177,7369,20140809195158
1991,7369,20140809122117
402,,20140809121538
402,8066,20140809101831
1123,8862,20140809182351
1123,8862,20140809144427
239,8066,20140809150112
341,8931,20140809112357
341,8931,20140809132946
341,8931,20140809170523
341,8972,20140809165151
486,8066,20140809105512
486,8972,20140809155020
1037,8931,20140809145017
1037,8940,20140809103519
1316,8931,20140809112716
1185,8931,20140809134045
1734,8931,20140809160431
1495,8931,20140809113703
2130,8931,20140809155103
2130,8940,20140809191809
752,8829,20140809122032
705,8819,20140809161043
2367,8940,20140809100524
2367,8940,20140809114618
2367,8940,20140809154446
2340,8972,20140809121703
2340,8861,20140809182201
2340,8972,20140809195636
2340,8861,20140809141732
2340,8861,20140809103345
2513,8940,20140809110423
1390,8940,20140809181722
1451,8940,20140809181034
1698,8940,20140809182453
1698,8940,20140809192450
1835,8940,20140809121325
1835,8940,20140809131332
1835,8940,20140809155219
1835,8940,20140809164139
1835,8940,20140809185216
1835,8940,20140809195600
2492,8954,20140809151753
2492,8861,20140809130549
1338,8940,20140809185901
1006,8940,20140809102119
721,8861,20140809123647
1708,,20140809163825
1147,8899,20140809160018
1147,8899,20140809155847
384,9164,20140809124912
285,642,20140809114536
1524,9145,20140809155659
1524,9145,20140809183146
1524,9145,20140809163710
2351,9020,20140809184419
2351,9333,20140809121522
2351,9333,20140809150520
535,9057,20140809175923
1812,9151,20140809171236
2366,9040,20140809123307
439,9145,20140809130520
1412,,20140809153854
1412,,20140809162423
1412,,20140809195816
2757,9151,20140809192836
459,9151,20140809190345
2824,9027,20140809110324
778,9027,20140809181643
2552,9131,20140809141732
1162,9135,20140809173321
2217,9225,20140809180939
1799,9192,20140809130047
1799,9728,20140809144008
1869,9206,20140809182458
2675,3732,20140809110236
2675,3732,20140809155308
2604,9090,20140809125050
2316,9077,20140809145947
1538,9077,20140809132030
1538,9077,20140809155133
1538,9159,20140809140116
1538,9159,20140809115747
1475,9206,20140809120327
1019,9090,20140809175650
857,9123,20140809114358
857,9123,20140809155458
857,9123,20140809193609
857,10402,20140809170711
2551,9040,20140809190602
15,9299,20140809164309
6,9299,20140809105529
1968,9263,20140809144917
1332,9263,20140809142544
1332,9263,20140809184919
1332,9035,20140809104720
2636,9167,20140809175946
2636,9151,20140809123722
1929,9195,20140809150307
2248,3732,20140809145201
2653,3808,20140809151535
409,4964,20140809135511
409,4947,20140809154001
901,3836,20140809185103
729,3808,20140809174042
883,9113,20140809183505
276,9135,20140809114709
1924,8980,20140809100820
2201,655,20140809100832
2201,,20140809160909
132,9147,20140809182014
986,9151,20140809163749
986,9151,20140809155909
986,9167,20140809102112
1896,9151,20140809154013
1279,652,20140809124138
1279,652,20140809134520
1279,652,20140809182911
2145,652,20140809113803
2145,652,20140809105045
2145,9324,20140809160510
1790,9324,20140809132434
1335,9190,20140809140857
1335,9190,20140809151439
1581,9190,20140809135146
1581,9271,20140809141835
670,9047,20140809193037
670,9047,20140809164328
1944,9194,20140809171523
1944,9194,20140809165010
2800,9022,20140809115923
1097,9265,20140809184708
1097,9152,20140809161013
2010,10484,20140809135403
1589,9076,20140809181033
2873,10488,20140809120130
899,10494,20140809135123
666,9303,20140809123359
809,9098,20140809182733
379,648,20140809121527
1424,5042,20140809153057
715,9231,20140809160415
745,9020,20140809192627
1789,9715,20140809181450
289,9289,20140809165450
289,9289,20140809100750
2534,9118,20140809124514
422,9145,20140809121502
422,9272,20140809111301
422,9145,20140809152312
1159,10462,20140809155217
1159,9200,20140809171357
1017,9251,20140809174847
137,3116,20140809164312
1823,9435,20140809114622
2262,9643,20140809102357
583,9647,20140809120056
583,9647,20140809144516
583,9647,20140809172826
2107,9730,20140809123030
2490,9885,20140809120320
2490,9866,20140809103723
2617,9866,20140809103909
1959,9866,20140809160646
2831,,20140809132908
538,10382,20140809155453
538,10382,20140809122150
538,10382,20140809104105
2210,10382,20140809154218
1223,10422,20140809102347
1027,10422,20140809183036
2247,9151,20140809114613
1602,9151,20140809113714
2882,9252,20140809100615
419,9328,20140809192909
1224,10590,20140809104542
2035,10554,20140809181934
2035,10554,20140809144930
1900,10554,20140809132410
716,9087,20140809144351
2829,10524,20140809112944
2829,10616,20140809174053
1340,9118,20140809123730
1340,9177,20140809111459
2097,10604,20140809131356
1033,10577,20140809120004
1095,10577,20140809125029
1095,10577,20140809141205
1095,10577,20140809154406
1095,10577,20140809161246
1095,10577,20140809180810
2861,10577,20140809170659
2582,10665,20140809132832
2454,10820,20140809100149
992,11273,20140809143633
2572,11245,20140809103104
166,11927,20140809174322
185,11171,20140809125355
1980,11018,20140809182612
2735,10977,20140809193608
2455,11262,20140809152335
2129,11404,20140809142143
1760,5933,20140809135536
1122,11441,20140809121257
945,11441,20140809121849
945,11335,20140809110554
703,11384,20140809125352
703,11384,20140809134750
703,11384,20140809192543
562,11485,20140809184715
593,11717,20140809102751
1362,11518,20140809141144
210,11747,20140809161640
2146,11603,20140809195645
589,11559,20140809145545
952,11747,20140809165201
2738,11764,20140809193629
2738,11764,20140809183321
2169,11764,20140809152852
2271,11596,20140809102629
2086,11541,20140809145327
2086,11747,20140809135650
2013,11541,20140809134635
2890,11208,20140809101350
754,11843,20140809102545
1395,11845,20140809172115
765,11892,20140809155743
765,11859,20140809103930
2794,11894,20140809163949
313,11948,20140809154830
313,11948,20140809161229
