NAME,LONGITUDE,LATITUDE,CLASSIFICATION,ID
军辉电脑,115.15799999999999,38.711999999999996,8,390.0
飞扬电脑,115.06299999999999,38.735,8,391.0
苹果电脑,115.49600000000001,38.77,8,392.0
恒信电脑城,115.505,38.771,8,393.0
电脑超市,115.50200000000001,38.77,8,394.0
华军电脑,115.49700000000001,38.779,8,395.0
网e电脑,115.499,38.782,8,396.0
鼎好电脑城,115.50299999999999,38.771,8,397.0
联想专卖店(三顾电脑城),115.499,38.779,8,398.0
鑫科电脑,115.495,38.779,8,399.0
腾讯电脑,115.494,38.773,8,400.0
红发电脑,115.505,38.778,8,401.0
鑫旺电脑,115.50299999999999,38.771,8,402.0
天下电脑,115.50200000000001,38.771,8,403.0
E联电脑,115.51100000000001,38.775,8,404.0
联想,115.50299999999999,38.771,8,405.0
明华家电电脑城,115.38,38.681999999999995,8,406.0
犇腾电脑,115.381,38.681999999999995,8,407.0
联想电脑,115.633,38.768,8,408.0
五洲电脑,115.50299999999999,38.77,8,409.0
伟杰电脑城,115.38,38.683,8,410.0
鑫华电脑城,115.42399999999999,38.663000000000004,8,411.0
博瑞电脑专卖,115.383,38.681999999999995,8,412.0
永明电脑科技,115.381,38.681999999999995,8,413.0
保定方远电脑学校,115.38,38.681,8,414.0
戴尔电脑,115.78399999999999,38.7,8,415.0
向阳电脑城,115.78299999999999,38.685,8,416.0
迅达电脑,115.78399999999999,38.699,8,417.0
雨辰电脑,115.78299999999999,38.704,8,418.0
恒毅科技,115.78399999999999,38.7,8,419.0
苹果专卖店,115.787,38.698,8,420.0
德信嘉烨电脑,115.779,38.696,8,421.0
阳光电脑(高阳镇卫生院代庄社区卫生服务站西),115.79700000000001,38.696999999999996,8,422.0
高阳宏基忠信专卖店,115.78299999999999,38.696,8,423.0
长城永毅电脑,115.78399999999999,38.702,8,424.0
超越电脑,115.789,38.696999999999996,8,425.0
一方电脑,115.779,38.7,8,426.0
光华电脑,115.779,38.699,8,427.0
升辉电脑,115.785,38.701,8,428.0
众点电脑数码,115.79700000000001,38.695,8,429.0
安达高清电脑,115.801,38.695,8,430.0
盛大电脑,115.78399999999999,38.701,8,431.0
鸿伟电脑,115.79700000000001,38.696999999999996,8,432.0
双宇电脑,115.77799999999999,38.696,8,433.0
润眼电脑,115.89200000000001,38.543,8,434.0
现代电脑,115.78399999999999,38.701,8,435.0
昭龙电脑,115.78399999999999,38.7,8,436.0
高阳县龙飞电脑销售部,115.887,38.608000000000004,8,437.0
光宇电脑科技,115.78399999999999,38.701,8,438.0
宜晖监控电脑,115.779,38.7,8,439.0
新高点电脑砸花板,115.735,38.722,8,440.0
三维科技,115.78399999999999,38.7,5,441.0
祥和电脑桌椅专卖,115.788,38.693000000000005,8,442.0
金华研电脑,116.125,38.707,8,443.0
联想戴尔苹果凯特电脑专卖店,116.11200000000001,38.7,8,444.0
戴尔电脑金钻店,116.102,38.695,8,445.0
龙华电脑,116.103,38.692,8,446.0
东升电脑耗材总汇,116.124,38.711,8,447.0
华硕电脑(枫林绿洲小区东),116.102,38.695,8,448.0
兴业电脑,116.102,38.694,8,449.0
杨博电脑,116.12299999999999,38.711,8,450.0
亮亮电脑科技,116.131,38.738,8,451.0
新世纪电脑,116.12100000000001,38.711,8,452.0
创想科技电脑专卖店,116.118,38.716,8,453.0
汇科电脑,116.102,38.695,8,454.0
讯达电脑,116.14299999999999,38.7,8,455.0
丹枫电脑,116.133,38.716,8,456.0
东升电脑耗材总汇,116.102,38.696,8,457.0
大众电子元件,116.11399999999999,38.717,8,458.0
昆仑电脑城,116.288,38.77,8,459.0
锐利电子品牌电脑专卖,116.116,38.716,8,460.0
暴雪电脑,116.14399999999999,38.718,8,461.0
光大电脑,116.132,38.716,8,462.0
怡然电脑,116.12,38.711,8,463.0
燕山电脑耗材,116.12200000000001,38.711,8,464.0
微星科技博诚电脑,116.124,38.711,8,465.0
科e电脑,116.102,38.694,8,466.0
河北巨海鑫永翔电脑,116.12100000000001,38.711,8,467.0
同创电脑(新华路店),116.124,38.711,8,468.0
睿扬电脑,116.14399999999999,38.718,8,469.0
宏达电脑,116.102,38.695,8,470.0
大藏电脑,116.125,38.707,8,471.0
明月心电脑,116.311,38.723,8,472.0
吕公堡科神电脑,116.318,38.722,8,473.0
零点科技电脑工作室,116.133,38.716,8,474.0
任丘市卓越电脑经营部,116.102,38.694,8,475.0
联想北汉专卖店,116.165,38.626999999999995,8,476.0
联想石门桥马雷专卖店,116.022,38.623000000000005,8,477.0
锐利电子,116.117,38.716,5,478.0
e时代之家,116.102,38.694,8,479.0
宏波电子,116.11,38.71,5,480.0
方正电脑,114.48299999999999,38.825,8,481.0
启天电脑城,114.35700000000001,38.829,8,482.0
联想(河北省阜平县平阳供销合作社东),114.486,38.824,8,483.0
飞天电脑,114.727,39.076,8,484.0
静宇电脑,114.73200000000001,39.073,8,485.0
华扬电脑,114.709,38.945,8,486.0
新主流电脑,114.71,38.942,8,487.0
宏碁电脑(顺平区域核心经销商店),115.14,38.859,8,488.0
联想(顺平电脑专卖店),115.15100000000001,38.856,8,489.0
海尔电脑(顺平专卖店),115.14200000000001,38.851,8,490.0
百惠电脑城,115.141,38.853,8,491.0
星美科技电脑城,115.154,38.851,8,492.0
汇海电脑,115.14200000000001,38.857,8,493.0
顺平诚诺科技店,115.149,38.843,8,494.0
润眼电脑,115.13799999999999,38.855,8,495.0
新联电脑,115.14,38.842,8,496.0
华海电脑,115.14,38.857,8,497.0
鑫鑫电脑,115.14299999999999,38.846,8,498.0
戴尔电脑,115.14,38.856,8,499.0
方远电脑城,115.13799999999999,38.859,8,500.0
方正电脑,115.14,38.86,8,501.0
星辰电脑,115.206,38.888000000000005,8,502.0
城东电脑,115.166,38.872,8,503.0
酷佰电脑城,115.141,38.856,8,504.0
联方电脑城,115.141,38.858000000000004,8,505.0
e世界电脑行,115.14299999999999,38.857,8,506.0
惠乡电脑城,115.133,38.843,8,507.0
润眼电脑顺平祥云专卖店,115.14,38.86,8,508.0
海龙电子城,115.48899999999999,38.864000000000004,8,509.0
德信电脑城,115.507,38.866,8,510.0
明华电脑城(保定市南市区莲池社区卫生服务站北),115.507,38.866,8,511.0
联想(保定朝阳北路专卖店),115.475,38.881,8,512.0
迅维电脑,115.509,38.893,8,513.0
联想商用产品体验店,115.47399999999999,38.863,8,514.0
万达电脑,115.46799999999999,38.897,8,515.0
电脑之家,115.508,38.88,8,516.0
蓝翼电脑,115.546,38.878,8,517.0
保定市南市区华枫电脑商行,115.54799999999999,38.858000000000004,8,518.0
权度电脑,115.47,38.893,8,519.0
戴尔商用产品体验店,115.475,38.869,8,520.0
金三角电脑耗材批发零售,115.50299999999999,38.863,8,521.0
东芝笔记本电脑,115.507,38.866,8,522.0
远大电脑科技,115.454,38.891999999999996,8,523.0
腾翔电脑,115.459,38.858000000000004,8,524.0
同辉电脑,115.469,38.894,8,525.0
戴尔电脑保定鑫保源dell店,115.507,38.866,8,526.0
智达电脑,115.494,38.891999999999996,8,527.0
步步高靓衣,115.507,38.876999999999995,8,528.0
鹏程电脑,115.66,39.024,8,529.0
亚太比邻数码.平板电脑体验馆,115.495,38.865,8,530.0
恒信电脑,115.512,38.848,8,531.0
徐水恒生电脑专卖店,115.65700000000001,39.027,8,532.0
爱普生4S中心(保定十方店),115.491,38.863,8,533.0
利奥电脑,115.46700000000001,38.905,8,534.0
金达电脑耗材,115.495,38.888000000000005,8,535.0
腾龙电脑,115.516,38.873000000000005,8,536.0
开源电脑耗材专卖,115.461,38.864000000000004,8,537.0
三星科贸,115.486,38.88,8,538.0
鑫瑞达数码通讯,115.485,38.857,5,539.0
小霸王,115.661,39.028,8,540.0
保定盛美电脑,115.506,38.865,8,541.0
连邦软件专卖店,115.475,38.881,5,542.0
盛兴电脑,115.48200000000001,38.891999999999996,8,543.0
戴尔电脑金钻店,115.65700000000001,39.025,8,544.0
一凡电脑,115.47200000000001,38.881,8,545.0
戴尔电脑(城内中大街),115.662,39.024,8,546.0
徐水联想专卖店,115.65700000000001,39.025,8,547.0
海龙手机电脑广场,115.385,38.87,8,548.0
永胜电脑,115.333,38.954,8,549.0
奔腾电脑,115.475,38.848,8,550.0
小李电脑,115.65,39.034,8,551.0
徐水县指南针电脑经销部,115.65700000000001,39.025,8,552.0
益佳电脑,115.444,38.869,8,553.0
联想电脑(仁瑞胡同),115.65700000000001,39.025999999999996,8,554.0
鸣昇电脑,115.339,38.954,8,555.0
易修电脑,115.46700000000001,38.884,8,556.0
飞跃电脑,115.34,38.953,8,557.0
联想电脑,115.64200000000001,39.031,8,558.0
同信电脑,115.34,38.952,8,559.0
盛隆电脑,115.32600000000001,38.955,8,560.0
创鑫电脑,115.32799999999999,38.958,8,561.0
满城恒信电脑经销部,115.329,38.958,8,562.0
it电子,115.65700000000001,39.025,8,563.0
腾达电脑,115.339,38.954,8,564.0
悦然电子,115.48299999999999,38.861,8,565.0
泰和购物广场,114.206,38.852,3,566.0
丽嘉购物中心,114.20100000000001,38.853,3,567.0
万国商都,114.205,38.854,3,568.0
人民商场,114.181,38.738,3,569.0
亿源商场,115.324,39.885,8,570.0
新天地购物广场,114.566,38.449,3,571.0
惠民商厦,114.557,38.448,4,572.0
人民商厦,114.561,38.444,3,573.0
行唐县裕绿农作物种植专业合作社,114.429,38.455999999999996,1,574.0
时代广场(定州市林权流转服务中心西),114.993,38.522,3,575.0
广丰商厦,115.008,38.519,7,576.0
定州百货南街商场,115.006,38.516,3,577.0
新世源购物中心,115.09700000000001,38.355,3,578.0
张会杰柜台门市部,115.001,38.505,4,579.0
现代购物中心,115.103,38.354,3,580.0
宜佳旺·诚信购物中心,115.32799999999999,38.429,3,581.0
正泰购物中心,115.329,38.426,3,582.0
百花商城,115.33,38.425,6,583.0
红都商场,115.32799999999999,38.425,3,584.0
安国市李景欣食品店,115.35700000000001,38.486,1,585.0
天盟商场,115.32799999999999,38.425,3,586.0
药都商场,115.329,38.425,3,587.0
耀华购物中心,115.838,38.431999999999995,3,588.0
迎宾信誉商厦,115.84700000000001,38.431999999999995,3,589.0
红太阳购物广场,116.09299999999999,38.448,3,590.0
河间商贸城,116.084,38.45,3,591.0
舒心购物广场,116.29700000000001,38.496,3,592.0
好再来购物中心,116.178,38.42,2,593.0
亚都商场,116.084,38.446999999999996,3,594.0
唐县百货大楼,114.98700000000001,38.758,3,595.0
红桥购物中心,114.988,38.754,3,596.0
中天购物广场,114.98700000000001,38.751,3,597.0
隆福商厦,114.98700000000001,38.751999999999995,3,598.0
百盛购物,114.98700000000001,38.751999999999995,3,599.0
金马商厦,114.98700000000001,38.755,3,600.0
新华商场,114.98700000000001,38.754,4,601.0
望都县百盛购物中心,115.15799999999999,38.715,3,602.0
人民商场(中华东路店),115.161,38.715,3,603.0
汇聚源商厦,115.161,38.714,3,604.0
清苑迈创新天地商厦,115.49799999999999,38.772,3,605.0
兴苑商城(清苑县市场建设服务局南),115.49799999999999,38.771,3,606.0
大世界购物中心,115.787,38.698,3,607.0
人民商场,115.788,38.695,3,608.0
高百商厦,115.79,38.698,3,609.0
天天超市,115.775,38.692,1,610.0
新绿洲时代广场,116.117,38.701,3,611.0
燕春楼商贸中心,116.113,38.716,6,612.0
华北石油购物广场,116.10700000000001,38.694,1,613.0
任丘购物商城,116.11200000000001,38.716,3,614.0
蕾莎城市广场,116.10799999999999,38.716,3,615.0
华北石油百货大楼,116.10700000000001,38.694,4,616.0
凯华购物广场,116.11200000000001,38.7,3,617.0
华北石油购物中心,116.10700000000001,38.695,3,618.0
隆盛商业大厦,116.10799999999999,38.717,3,619.0
宏宇商贸城,116.113,38.715,1,620.0
世纪商贸城,116.103,38.694,1,621.0
腾达购物中心,114.484,38.825,3,622.0
供销商场,114.48299999999999,38.825,3,623.0
平阳人民商场,114.484,38.825,8,624.0
立新商场,114.35700000000001,38.829,3,625.0
林江商厦,115.15,38.851,1,626.0
大世界购物街,115.141,38.847,3,627.0
顺尧购物广场,115.14,38.858000000000004,1,628.0
顺平商厦,115.14,38.843,8,629.0
金万福购物广场,115.14399999999999,38.843,1,630.0
顺平供销商场,115.14,38.843,3,631.0
保百购物广场,115.47399999999999,38.9,3,632.0
北国先天下,115.476,38.896,7,633.0
保定百货大楼,115.49799999999999,38.864000000000004,1,634.0
时代商厦,115.47399999999999,38.878,3,635.0
钟楼商场,115.507,38.864000000000004,8,636.0
四通时尚购物广场(永华北大街),115.505,38.874,3,637.0
银座超市(保定店),115.494,38.866,1,638.0
万博广场,115.475,38.883,8,639.0
东风商贸广场,115.49799999999999,38.875,3,640.0
保定商场,115.505,38.865,4,641.0
惠友购物广场十方店,115.488,38.864000000000004,1,642.0
新天地百货,115.476,38.876999999999995,3,643.0
惠友生活广场恒祥大街店,115.50299999999999,38.882,1,644.0
天元商城,115.50299999999999,38.866,3,645.0
福泰商厦,115.50299999999999,38.888000000000005,7,646.0
茂业百货(朝阳南大街),115.475,38.876999999999995,3,647.0
云程日悦购物中心,115.45299999999999,38.835,1,648.0
惠友生活广场(乐天店),115.45700000000001,38.868,1,649.0
百盛购物中心(保定店),115.476,38.883,3,650.0
保定商业大厦(裕华西路),115.50200000000001,38.865,3,651.0
金地购物连锁NO.3,115.65100000000001,39.021,1,652.0
总督署广场,115.50299999999999,38.864000000000004,1,653.0
亨达利商城,115.652,39.027,3,654.0
兴城购物中心,115.335,38.955999999999996,3,655.0
土产公司综合商场,115.34,38.952,1,656.0
飞奥商场(白云公寓北),115.33,38.955999999999996,3,657.0
花倾城广场,115.48299999999999,38.861,3,658.0
舒尔适鞋业商厦,115.652,39.025999999999996,3,659.0
英利商场,115.447,39.067,3,660.0
长城购物,115.334,38.957,1,661.0
群烨商城,115.509,38.863,1,662.0
大世界工业品市场,115.476,38.876999999999995,8,663.0
保定市南市区瑞冠货架经销中心,115.475,38.852,9,664.0
安新百货大楼,115.941,38.935,3,665.0
奥盛购物广场,115.94,38.931999999999995,3,666.0
华联商城,115.939,38.928000000000004,3,667.0
新四通时尚购物广场,115.939,38.929,3,668.0
天弈商厦,116.12200000000001,39.003,1,669.0
雄州购物广场,116.11,38.99,3,670.0
鹏元商厦,116.125,38.99,3,671.0
温泉湖商厦,116.10600000000001,38.991,3,672.0
涞百购物广场,114.696,39.358000000000004,3,673.0
顶利鲜生活广场,114.711,39.365,1,674.0
锦和购物中心,114.698,39.361,3,675.0
玉泉商场,114.70200000000001,39.356,3,676.0
金桥购物中心,114.698,39.366,1,677.0
耀祥购物广场,114.71,39.368,1,678.0
中海商厦,114.698,39.363,1,679.0
江南商厦,114.70200000000001,39.357,1,680.0
易都购物广场,115.49700000000001,39.355,3,681.0
金台商厦(开元北大街),115.508,39.361,3,682.0
清西陵-购物中心,115.36,39.373000000000005,3,683.0
大钟寺购物广场,115.807,39.27,3,684.0
沃美生活广场,115.806,39.269,1,685.0
惠友购物广场(定兴店),115.811,39.27,1,686.0
嘟嘟购物广场,115.79,39.278,3,687.0
中国白沟国际商贸城,116.042,39.111999999999995,3,688.0
购隆商厦,116.042,39.116,3,689.0
宜家旺购物中心(津保路店),116.038,39.114000000000004,3,690.0
世纪金鼎购物中心,116.039,39.117,3,691.0
百德时代购物广场,116.039,39.135999999999996,7,692.0
时尚地标购物广场,116.039,39.117,6,693.0
新世界休闲购物广场,116.029,39.141,7,694.0
宜家旺购物中心,116.04899999999999,39.134,1,695.0
金峰柴鸡蛋捡蛋园,115.646,39.484,1,696.0
宜佳旺购物广场,116.01700000000001,39.494,1,697.0
惠友钻石广场,116.039,39.491,6,698.0
惠友生活广场(中心广场店),116.01799999999999,39.492,6,699.0
华融商厦,116.01799999999999,39.493,3,700.0
惠友生活商厦NO.62,116.008,39.491,1,701.0
乐客百惠时尚生活广场,116.18700000000001,39.571999999999996,1,702.0
正宗西坂驴肉火锅店,115.001,38.512,6,703.0
四川饭店(东大街社区卫生服务站西北),115.01,38.519,6,704.0
香辣虾火锅,114.994,38.52,6,705.0
巴蜀人家饭店,115.065,38.361,6,706.0
东北独一处,114.995,38.514,6,707.0
地道饭庄,115.012,38.509,6,708.0
麒麟阁饭庄,115.131,38.371,6,709.0
昌义饭馆,115.005,38.52,6,710.0
鑫源饭店,115.15799999999999,38.482,6,711.0
哈尔滨饭店,115.029,38.514,6,712.0
袁大娘粥铺,114.999,38.52,6,713.0
香辣虾(定州宝塔店),115.014,38.518,6,714.0
老百姓饭店,114.993,38.515,6,715.0
龙门渔港,115.001,38.505,6,716.0
卡乐滋,115.01700000000001,38.515,6,717.0
龙源酒家,115.09200000000001,38.497,6,718.0
通达花园酒店-百花厅,114.993,38.516,6,719.0
福康堡牛扒(定州店),114.993,38.522,6,720.0
定州国际酒店-餐饮部,115.025,38.515,6,721.0
天外香,115.00200000000001,38.505,6,722.0
顺和斋,114.999,38.52,6,723.0
聚丰园饭店,115.193,38.477,6,724.0
铁锅排骨红色主题餐厅,115.008,38.51,6,725.0
同心阁饭店,115.01799999999999,38.51,6,726.0
乡寨人家,115.008,38.51,6,727.0
马家涮羊肉,114.999,38.519,6,728.0
万兴酒楼,115.014,38.361999999999995,6,729.0
麦罗咖啡吧,115.025,38.515,6,730.0
重庆巴将军养生火锅,115.095,38.355,6,731.0
特色粥湘菜,114.999,38.519,6,732.0
回民副食海鲜城,115.0,38.522,6,733.0
马亭家常饭店,115.105,38.439,6,734.0
正宗云南过桥米线,115.009,38.519,6,735.0
正宗云南佳和过桥米线旗舰店,114.993,38.52,6,736.0
邯郸卤肉,115.023,38.515,6,737.0
天成饭店,115.01700000000001,38.507,6,738.0
砂锅居,114.993,38.516999999999996,6,739.0
四川饭店,115.04899999999999,38.508,6,740.0
张记骨头馆,115.01799999999999,38.519,6,741.0
食为天驴肉馆李亲顾总店,115.101,38.353,6,742.0
富强饭店,115.177,38.489000000000004,6,743.0
金筷子饭店,115.06700000000001,38.361,6,744.0
老字号风味骨头馆,115.054,38.397,6,745.0
祥和园,115.01100000000001,38.510999999999996,6,746.0
白家罩饼,115.0,38.512,6,747.0
清真海鲜城,115.0,38.522,6,748.0
林盛轩烧烤涮,115.0,38.513000000000005,6,749.0
肯德士,115.101,38.354,6,750.0
老二拉面,115.14399999999999,38.485,6,751.0
活鱼海鲜店,115.006,38.521,6,752.0
好运来蛋糕房,115.006,38.516,6,753.0
好面会说话,115.008,38.52,6,754.0
清真宴君楼饭店,115.006,38.521,6,755.0
定州国际酒店-西餐厅,115.025,38.515,6,756.0
永强饭店,115.094,38.355,6,757.0
清真大铜锅羊蝎子火锅,114.999,38.513000000000005,6,758.0
聚福酒楼,115.21600000000001,38.31,6,759.0
清真羊汤馆,114.999,38.519,6,760.0
清真老甘涮羊肉,115.00200000000001,38.512,6,761.0
清真二栓烧烤,115.006,38.519,6,762.0
宴乐园酒楼,115.0,38.363,6,763.0
老杨烧烤no.1,115.006,38.52,6,764.0
伊品斋,115.0,38.508,6,765.0
四川饭店,115.053,38.418,6,766.0
新河饭店,115.016,38.516999999999996,6,767.0
兰州牛肉拉面,115.006,38.519,6,768.0
东北农家小院,115.15299999999999,38.483000000000004,6,769.0
咱们家,115.01,38.509,6,770.0
魏家凉皮,114.994,38.52,6,771.0
清真砂锅涮羊肉,115.00200000000001,38.521,6,772.0
红光饭店,115.214,38.474000000000004,6,773.0
金盛元羊蝎子,115.015,38.508,6,774.0
新乐化肥厂手擀面,115.00299999999999,38.512,6,775.0
大胖涮锅,114.99799999999999,38.515,6,776.0
太平饭店,115.052,38.507,6,777.0
东兴饭店,115.016,38.514,6,778.0
鸿来顺川菜馆,115.19200000000001,38.477,6,779.0
吉祥人家,115.007,38.518,6,780.0
东关肉食,115.035,38.512,6,781.0
成德饭店,114.999,38.496,6,782.0
和久园,115.06200000000001,38.504,6,783.0
桥头火锅川菜馆,115.12899999999999,38.351,6,784.0
贵宾楼,115.14299999999999,38.488,6,785.0
四川成都饭店(建设街),114.994,38.521,6,786.0
定制州新乐手擀面,115.00200000000001,38.512,6,787.0
干锅鸭头虾,114.99600000000001,38.512,6,788.0
英大饺子馆,114.99600000000001,38.514,6,789.0
桥头包子铺,115.0,38.512,6,790.0
瓦罐香沸连锁快餐,114.994,38.52,6,791.0
大厨记,115.01100000000001,38.509,6,792.0
御品海底捞香辣虾火锅,114.993,38.52,6,793.0
河南名吃西华县逍遥镇正宗优质胡辣汤,115.00399999999999,38.51,6,794.0
定州市金鑫杂粮经销店,115.089,38.444,6,795.0
大龙冰淇淋,115.007,38.519,6,796.0
百味鱼焖涮坊,115.01700000000001,38.515,6,797.0
晏君大酒店,115.17200000000001,38.479,6,798.0
东海酒楼,115.13600000000001,38.486,6,799.0
福临门饭庄,115.15100000000001,38.483000000000004,6,800.0
沅和饭店,115.071,38.501999999999995,6,801.0
小吃早点,115.01899999999999,38.519,6,802.0
鸿宾楼饭庄,115.215,38.474000000000004,6,803.0
桂林米粉,114.994,38.52,6,804.0
骨里香香鸡,115.007,38.516999999999996,6,805.0
汇源饭店(东门街社区社区卫生服务站东),115.02600000000001,38.514,6,806.0
风味饮食城,115.006,38.519,6,807.0
味还行炒菜外卖,115.006,38.516,6,808.0
天津包子(中心北街),115.008,38.521,6,809.0
马家饺子馆,115.14399999999999,38.485,6,810.0
天津老城里鼓楼二姑包子,115.01700000000001,38.516,6,811.0
宏源饭店,114.994,38.478,6,812.0
龙记剁馅包子,114.98899999999999,38.522,6,813.0
安徽常记牛肉板面,114.994,38.519,6,814.0
尥蹶子驴锅,115.01700000000001,38.516,6,815.0
伊斯兰烤肉,115.02,38.516,6,816.0
西域春饭店,115.00299999999999,38.52,6,817.0
星班客餐吧,114.98899999999999,38.521,6,818.0
南街老字号老北京果木烤鸭,115.006,38.516,6,819.0
喜来乐蛋糕房,115.105,38.354,6,820.0
香辣虾全国连锁宝塔花园店,115.016,38.514,6,821.0
嘉士德中式快餐连锁机构,115.009,38.522,6,822.0
坛子鸡,114.994,38.52,6,823.0
老四烧麦馆,114.999,38.519,6,824.0
小天才学习电脑,115.476,38.878,8,2.0
美讯数码电脑城,115.33200000000001,38.964,8,3.0
华玲电脑,115.552,39.051,8,4.0
天慧电脑专营店,115.34200000000001,38.959,8,5.0
网尚电脑总店,115.32799999999999,38.958,8,6.0
柏盛电脑,115.647,39.028,8,7.0
瑞科电脑,115.64200000000001,39.018,8,8.0
盈科电子,115.521,38.856,8,9.0
统亿软件专卖店,115.506,38.866,5,10.0
峰燕电脑,115.444,39.067,8,11.0
煜祥电脑,115.44,39.031,8,12.0
冰点电脑,115.654,39.019,8,13.0
睿捷电脑,115.34,38.952,8,14.0
蓝海电脑,115.662,39.024,8,15.0
奇迹电脑,115.44200000000001,39.066,8,16.0
明达电脑,115.34,38.953,8,17.0
博远电脑,115.369,38.814,8,18.0
中瑞电脑,115.339,38.954,8,19.0
满城信诺电脑专卖,115.339,38.954,8,20.0
创捷电脑(永兴店),115.65899999999999,39.024,8,21.0
讯发手机电脑广场,115.39399999999999,38.869,8,22.0
联想(地标店),115.65799999999999,39.025,8,23.0
鑫宝源科技,115.507,38.866,5,24.0
博大电子(总店),115.507,38.865,8,25.0
联想专卖店(漕河镇专卖店),115.574,38.957,8,26.0
宏远科技戴尔专卖,115.662,39.024,8,27.0
颐高数码广场,115.50399999999999,38.864000000000004,8,28.0
诚信电脑,115.39299999999999,38.869,8,29.0
龙腾电脑监控,115.647,39.028,8,30.0
智博电脑,115.935,38.943000000000005,8,31.0
亚斌电脑城,115.75200000000001,38.848,8,32.0
科海电脑戴尔旗舰店,115.931,38.94,8,33.0
苹果销售店,115.931,38.94,8,34.0
宏创电脑,115.94,38.936,8,35.0
宇通电脑,115.941,38.934,8,36.0
戴尔电脑(金钻店),115.93799999999999,38.938,8,37.0
家美电脑,115.834,38.875,8,38.0
科华电脑,115.868,38.888000000000005,8,39.0
银河电脑,115.941,38.939,8,40.0
通达电脑公司联想安新专卖店,115.93700000000001,38.939,8,41.0
百世电脑,116.21600000000001,39.059,8,42.0
恒远电脑城,116.103,38.994,8,43.0
盛鸿太电脑城戴尔电脑金钻店,116.117,39.003,8,44.0
联想(雄县育才联想电脑专卖店),116.116,38.999,8,45.0
通达电脑城,116.103,38.99,8,46.0
苹果销售店,116.116,38.999,8,47.0
华峰电脑,116.104,38.999,8,48.0
硬派科技电脑体验中心,116.103,38.995,8,49.0
爱国者电脑,116.21600000000001,39.059,8,50.0
先锋电脑,116.113,38.998000000000005,8,51.0
华硕电脑,116.103,38.997,8,52.0
育才联想电脑专卖店,116.103,38.994,8,53.0
电脑哥电脑销售部,116.12100000000001,39.001999999999995,5,54.0
新蓝电脑,116.103,38.992,8,55.0
太平洋电脑城,116.103,38.996,8,56.0
华泰数码电脑城,116.103,38.996,8,57.0
七喜电脑城,116.103,38.995,8,58.0
